1.80035 0.0078125 -0.994443 0.00555709
1.80035 -0.0078125 -0.994443 -0.00555709
1.80053 0.0234375 -0.983468 0.0165317
1.80053 -0.0234375 -0.983468 -0.0165317
1.80088 0.0390625 -0.972918 0.0270823
1.80088 -0.0390625 -0.972918 -0.0270823
1.8014 0.0546875 -0.962948 0.0370516
1.8014 -0.0546875 -0.962948 -0.0370516
1.80208 0.0703125 -0.953601 0.0463992
1.80208 -0.0703125 -0.953601 -0.0463992
1.80292 0.0859375 -0.944999 0.055001
1.80292 -0.0859375 -0.944999 -0.055001
1.8039 0.101562 -0.936837 0.0631625
1.8039 -0.101562 -0.936837 -0.0631625
1.80503 0.117188 -0.928741 0.0712593
1.80503 -0.117188 -0.928741 -0.0712593
1.8063 0.132812 -0.920453 0.0795468
1.8063 -0.132812 -0.920453 -0.0795468
1.80773 0.148438 -0.911764 0.0882356
1.80773 -0.148438 -0.911764 -0.0882356
1.80932 0.164062 -0.903345 0.0966552
1.80932 -0.164062 -0.903345 -0.0966552
1.81107 0.179688 -0.897659 0.102341
1.81107 -0.179688 -0.897659 -0.102341
1.81221 0.189854 -0.89039 0.10961
1.81221 -0.189854 -0.89039 -0.10961
1.81317 0.197644 -0.89039 0.10961
1.81317 -0.197644 -0.89039 -0.10961
1.81492 0.210938 -0.880536 0.119464
1.81492 -0.210938 -0.880536 -0.119464
1.81713 0.226562 -0.872349 0.127651
1.81713 -0.226562 -0.872349 -0.127651
1.81949 0.242188 -0.86401 0.13599
1.81949 -0.242188 -0.86401 -0.13599
1.82204 0.257812 -0.852738 0.147262
1.82204 -0.257812 -0.852738 -0.147262
1.82489 0.273438 -0.847616 0.152384
1.82489 -0.273438 -0.847616 -0.152384
1.8272 0.286489 -0.850171 0.149829
1.8272 -0.286489 -0.850171 -0.149829
1.82859 0.294239 -0.850171 0.149829
1.82859 -0.294239 -0.850171 -0.149829
1.83039 0.304688 -0.841698 0.158302
1.83039 -0.304688 -0.841698 -0.158302
1.83354 0.320312 -0.820309 0.179691
1.83354 -0.320312 -0.820309 -0.179691
1.83724 0.335938 -0.81191 0.18809
1.83724 -0.335938 -0.81191 -0.18809
1.84078 0.351562 -0.832572 0.167428
1.84078 -0.351562 -0.832572 -0.167428
1.84278 0.363781 -0.819642 0.180358
1.84278 -0.363781 -0.819642 -0.180358
1.84449 0.371621 -0.819642 0.180358
1.84449 -0.371621 -0.819642 -0.180358
1.84766 0.382812 -0.782747 0.217253
1.84766 -0.382812 -0.782747 -0.217253
1.8522 0.398438 -0.782319 0.217681
1.8522 -0.398438 -0.782319 -0.217681
1.85635 0.414062 -0.791815 0.208185
1.85635 -0.414062 -0.791815 -0.208185
1.85859 0.424234 -0.749352 0.250648
1.85859 -0.424234 -0.749352 -0.250648
1.8612 0.432037 -0.749352 0.250648
1.8612 -0.432037 -0.749352 -0.250648
1.8668 0.445312 -0.727974 0.272026
1.8668 -0.445312 -0.727974 -0.272026
1.87204 0.460804 -0.721841 0.278159
1.87204 -0.460804 -0.721841 -0.278159
1.87505 0.468631 -0.721841 0.278159
1.87505 -0.468631 -0.721841 -0.278159
1.87885 0.476562 -0.690974 0.309026
1.87885 -0.476562 -0.690974 -0.309026
1.88607 0.492188 -0.666858 0.333142
1.88607 -0.492188 -0.666858 -0.333142
1.89022 0.500719 -0.638947 0.361053
1.89022 -0.500719 -0.638947 -0.361053
1.89483 0.508432 -0.631199 0.368801
1.89483 -0.508432 -0.631199 -0.368801
1.90258 0.520998 -0.594202 0.405798
1.90258 -0.520998 -0.594202 -0.405798
1.90804 0.528628 -0.594437 0.405563
1.90804 -0.528628 -0.594437 -0.405563
1.91544 0.53863 -0.5343 0.4657
1.91544 -0.53863 -0.5343 -0.4657
1.92223 0.546514 -0.50217 0.49783
1.92223 -0.546514 -0.50217 -0.49783
1.93037 0.553375 -0.476733 0.523267
1.93037 -0.553375 -0.476733 -0.523267
1.93923 0.561105 -0.446619 0.553381
1.93923 -0.561105 -0.446619 -0.553381
1.94708 0.567163 -0.435593 0.564407
1.94708 -0.567163 -0.435593 -0.564407
1.95771 0.575274 -0.383549 0.616451
1.95771 -0.575274 -0.383549 -0.616451
1.96629 0.579634 -0.379773 0.620227
1.96629 -0.579634 -0.379773 -0.620227
1.97656 0.58524 -0.320202 0.679798
1.97656 -0.58524 -0.320202 -0.679798
1.9913 0.591355 -0.257067 0.742933
1.9913 -0.591355 -0.257067 -0.742933
1.99932 0.593985 -0.257067 0.742933
1.99932 -0.593985 -0.257067 -0.742933
2.45011 0.0078125 0.991499 0.00850083
2.45011 -0.0078125 0.991499 -0.00850083
2.44985 0.0234375 0.973857 0.0261434
2.44985 -0.0234375 0.973857 -0.0261434
2.44928 0.0390625 0.957814 0.042186
2.44928 -0.0390625 0.957814 -0.042186
2.44847 0.0546875 0.952937 0.0470634
2.44847 -0.0546875 0.952937 -0.0470634
2.44773 0.0703125 0.955105 0.0448954
2.44773 -0.0703125 0.955105 -0.0448954
2.447 0.0859375 0.953301 0.0466985
2.447 -0.0859375 0.953301 -0.0466985
2.4462 0.101562 0.936893 0.0631073
2.4462 -0.101562 0.936893 -0.0631073
2.4449 0.117188 0.913939 0.086061
2.4449 -0.117188 0.913939 -0.086061
2.43711 0.169887 0.836886 0.163114
2.43711 -0.169887 0.836886 -0.163114
2.43486 0.179688 0.818084 0.181916
2.43486 -0.179688 0.818084 -0.181916
2.43142 0.195312 0.80724 0.19276
2.43142 -0.195312 0.80724 -0.19276
2.4274 0.210938 0.792599 0.207401
2.4274 -0.210938 0.792599 -0.207401
2.42132 0.2325 0.770743 0.229257
2.42132 -0.2325 0.770743 -0.229257
2.41811 0.242188 0.751669 0.248331
2.41811 -0.242188 0.751669 -0.248331
2.42374 0.225023 0.770743 0.229257
2.42374 -0.225023 0.770743 -0.229257
2.44326 0.132812 0.887981 0.112019
2.44326 -0.132812 0.887981 -0.112019
2.44095 0.148438 0.864604 0.135396
2.44095 -0.148438 0.864604 -0.135396
2.43871 0.162466 0.836886 0.163114
2.43871 -0.162466 0.836886 -0.163114
2.37241 0.353897 0.679025 0.320975
2.37241 -0.353897 0.679025 -0.320975
2.36604 0.367188 0.67866 0.32134
2.36604 -0.367188 0.67866 -0.32134
2.31223 0.468318 0.619425 0.380575
2.31223 -0.468318 0.619425 -0.380575
2.29361 0.495521 0.578028 0.421972
2.29361 -0.495521 0.578028 -0.421972
2.30689 0.476562 0.598844 0.401156
2.30689 -0.476562 0.598844 -0.401156
2.29931 0.48778 0.583437 0.416563
2.29931 -0.48778 0.583437 -0.416563
2.34156 0.417608 0.661 0.339
2.34156 -0.417608 0.661 -0.339
2.33498 0.429688 0.644018 0.355982
2.33498 -0.429688 0.644018 -0.355982
2.35723 0.386171 0.675208 0.324792
2.35723 -0.386171 0.675208 -0.324792
2.35101 0.398438 0.666692 0.333308
2.35101 -0.398438 0.666692 -0.333308
2.36138 0.379177 0.675208 0.324792
2.36138 -0.379177 0.675208 -0.324792
2.3458 0.410249 0.661 0.339
